,News Source,Tweet Text,Tweet Date,Compound Score,Pos.score,Neg.score,Neu.score,Tweets ago
393,Fox News,TODAY: Don't miss @RepMcCaul's exclusive interview on @FoxNewsSunday. Check your local listings and tune in to Fox… https://t.co/K9zumNTkf9,Sun Jun 24 11:37:00 +0000 2018,0.0191,0.077,0.073,0.85,94
394,Fox News,"Veteran's small business is gifted $15,000 worth of lawn equipment after his gear is stolen https://t.co/xwWUPZa6ht",Sun Jun 24 11:36:42 +0000 2018,-0.3182,0.099,0.168,0.733,95
395,Fox News,Explosion destroys building in Germany; 25 injured https://t.co/08i6GJOFhu,Sun Jun 24 11:29:46 +0000 2018,-0.743,0.0,0.512,0.488,96
396,Fox News,World's Ugliest Dog title goes to English bulldog named Zsa Zsa https://t.co/ULzFTGFgc1,Sun Jun 24 11:25:55 +0000 2018,-0.5859,0.0,0.257,0.743,97
397,Fox News,.@henrymcmaster: “We’re pulling for her. Katie… she’s a real fighter.” https://t.co/LF1KRUe30M https://t.co/SUVaFiqatJ,Sun Jun 24 11:23:20 +0000 2018,0.0,0.0,0.0,1.0,98
398,Fox News,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" – Tonight at 8p ET. https://t.co/DNuFs4zD3c",Sun Jun 24 11:17:35 +0000 2018,0.0,0.0,0.0,1.0,99
399,Fox News,Saudi women are now driving as longstanding ban ends https://t.co/l96yWpjWDn https://t.co/ocG39vPi8Z,Sun Jun 24 11:17:03 +0000 2018,-0.5574,0.0,0.265,0.735,100
400,The New York Times,"This year’s list of the World’s 50 Best Restaurants was revealed in Bilbao, Spain https://t.co/ZNrTRU48cm",Sun Jun 24 23:06:36 +0000 2018,0.6369,0.231,0.0,0.769,1
401,The New York Times,"“What country are you a citizen of?"" the Border Patrol agent asked a driver at a highway checkpoint in Maine https://t.co/JDvaeMfOxs",Sun Jun 24 22:49:19 +0000 2018,0.0,0.0,0.0,1.0,2
402,The New York Times,Scientists are wondering why an ozone-layer destroying gas is hanging in the air. Come along as we follow a trail o… https://t.co/avInLCtMht,Sun Jun 24 22:30:05 +0000 2018,-0.5574,0.0,0.153,0.847,3
403,The New York Times,Pakistan's Taliban appoints a new leader known for extortion and promoting violence against health workers https://t.co/onvYWg7BTz,Sun Jun 24 22:15:06 +0000 2018,-0.3818,0.128,0.209,0.663,4
404,The New York Times,Teenage Girl Helps a Blind and Deaf Passenger and Wins Praise for Doing ‘Something Beautiful’ https://t.co/4QcCZEYIFL,Sun Jun 24 22:08:28 +0000 2018,0.802,0.419,0.114,0.466,5
405,The New York Times,"“It seems like such a lonely life to be deaf and blind — to not be able to see and hear,” said Clara, 15, who helpe… https://t.co/14Zn0YmjeV",Sun Jun 24 22:00:03 +0000 2018,-0.4019,0.084,0.175,0.741,6
406,The New York Times,Saudi Arabia lifted its ban on women driving today. We heard from women there about how their lives are changing —… https://t.co/m0yeCMYX8H,Sun Jun 24 21:45:05 +0000 2018,-0.5574,0.0,0.146,0.854,7
407,The New York Times,"RT @nytvideo: For a while, President Recep Tayyip Erdogan was the face of modern Islam in Turkey — but over the past two years, he’s jailed…",Sun Jun 24 21:31:07 +0000 2018,0.0,0.0,0.0,1.0,8
408,The New York Times,Uber this week begins an appeal to reverse a decision by London’s regulators to revoke its operating license https://t.co/YahYDcc9Qd,Sun Jun 24 21:30:16 +0000 2018,0.0,0.0,0.0,1.0,9
409,The New York Times,"Breaking News: Turkey’s president, Recep Tayyip Erdogan, claimed victory in an election that grants him sweeping ne… https://t.co/TymE6H35jo",Sun Jun 24 21:25:41 +0000 2018,0.2263,0.101,0.0,0.899,10
410,The New York Times,"Orkambi, a new drug to treat cystic fibrosis, costs $272,000 a year, but has been shown to only modestly help patie… https://t.co/YdNx9oLfwZ",Sun Jun 24 21:15:06 +0000 2018,0.6597,0.231,0.0,0.769,11
411,The New York Times,Here are some ideas for what to cook this week https://t.co/F2Kl6fyULC,Sun Jun 24 21:00:19 +0000 2018,0.0,0.0,0.0,1.0,12
412,The New York Times,"""The movement itself is every day of the year."" As people across the U.S. celebrate Pride, we asked readers what th… https://t.co/VX0elBds6x",Sun Jun 24 20:52:05 +0000 2018,0.7269,0.234,0.0,0.766,13
413,The New York Times,The artist Prune Nourry created a 13-foot-tall cement sculpture of a female warrior as a tribute to breast cancer s… https://t.co/3tmplvdmxQ,Sun Jun 24 20:45:05 +0000 2018,-0.5267,0.089,0.196,0.714,14
414,The New York Times,President Recep Tayyip Erdogan of Turkey claimed victory on Sunday in the country’s presidential election https://t.co/cphmvvtfsv,Sun Jun 24 20:42:31 +0000 2018,0.0,0.0,0.0,1.0,15
415,The New York Times,“Catfish” will resume filming after an investigation into a sexual harassment allegation against the show’s co-host… https://t.co/UlbTtQjUab,Sun Jun 24 20:30:07 +0000 2018,-0.5423,0.0,0.189,0.811,16
416,The New York Times,"New Zealand's prime minister said her newborn daughter's middle name, Te Aroha, which means ""love"" in the Maori lan… https://t.co/GoEfKkvV3C",Sun Jun 24 20:15:05 +0000 2018,0.0,0.0,0.0,1.0,17
417,The New York Times,This tent city houses migrant children between 13 and 17. Reporters haven’t been allowed in — so we used aerial ima… https://t.co/wGaCcHQHuW,Sun Jun 24 20:00:20 +0000 2018,0.0,0.0,0.0,1.0,18
418,The New York Times,"Parents of more than 2,300 children who were separated after their arrival in the United States now face lengthy bu… https://t.co/lG5HBTEssV",Sun Jun 24 19:45:05 +0000 2018,0.4215,0.123,0.0,0.877,19
419,The New York Times,Dino-mite? Not quite. But “Jurassic World: Fallen Kingdom” arrived to a still-huge $150 million in ticket sales ove… https://t.co/JGqDeegAmm,Sun Jun 24 19:30:05 +0000 2018,-0.3612,0.0,0.128,0.872,20
420,The New York Times,"In Opinion

Op-Ed contributor Sonia Nazario writes, ""Law and order can go hand in hand with humanity. It’s the Amer… https://t.co/ynUZpG2jvF",Sun Jun 24 19:15:01 +0000 2018,0.7506,0.252,0.0,0.748,21
421,The New York Times,“We now have concrete evidence that Scott Pruitt offered to use taxpayer resources to do favors for the lobbyist wh… https://t.co/VzSsORzuKD,Sun Jun 24 19:00:05 +0000 2018,0.25,0.091,0.0,0.909,22
422,The New York Times,"President Recep Tayyip Erdogan was leading Sunday in early balloting for the presidency, with 55 percent of the vot… https://t.co/XWNUxmvIgR",Sun Jun 24 18:45:04 +0000 2018,0.0,0.0,0.0,1.0,23
423,The New York Times,"As he eyes a 2020 presidential run, Bernie Sanders is gaining traction among Democrats for his ideas, but having tr… https://t.co/o3LJS62zDF",Sun Jun 24 18:30:08 +0000 2018,0.2263,0.091,0.0,0.909,24
424,The New York Times,"“What country are you a citizen of?"" the Border Patrol agent asked a driver at a highway checkpoint in Maine https://t.co/6oVSbYD2zO",Sun Jun 24 18:15:05 +0000 2018,0.0,0.0,0.0,1.0,25
425,The New York Times,"As school shootings mount — more than 200 have occurred since the one in Newtown, Conn., in 2012 — educators face t… https://t.co/ogUTp7iLeB",Sun Jun 24 18:00:10 +0000 2018,0.0,0.0,0.0,1.0,26
426,The New York Times,"Everyone who ever spent even a few minutes with Obama, it seems, has written a book about it https://t.co/A4k099SlVk",Sun Jun 24 17:45:05 +0000 2018,0.0,0.0,0.0,1.0,27
427,The New York Times,President Trump suggested sending people who “invade” the United States “back from where they came” without legal p… https://t.co/QB1pcQY9FX,Sun Jun 24 17:30:17 +0000 2018,0.3464,0.132,0.065,0.803,28
428,The New York Times,"Here are the week’s top stories, and a look ahead https://t.co/O9yP5DbHux",Sun Jun 24 17:15:03 +0000 2018,0.2023,0.167,0.0,0.833,29
429,The New York Times,"U.S. politicians talk a lot about the importance of families, but their policies don't match up to their words https://t.co/y9xW0GrzGr",Sun Jun 24 17:00:13 +0000 2018,0.1901,0.089,0.0,0.911,30
430,The New York Times,"Colombia, a team many thought could win the Group H, will look to rebound after losing its opener to Japan https://t.co/F28DqKpOWx",Sun Jun 24 16:45:10 +0000 2018,0.296,0.156,0.107,0.738,31
431,The New York Times,Tens of thousands of Britons opposed to the country’s withdrawal from the European Union marched through the street… https://t.co/lSR9QKbdcF,Sun Jun 24 16:30:12 +0000 2018,0.0258,0.058,0.0,0.942,32
432,The New York Times,"Under President Trump, once stately medallions have gotten glitzier, and at least one featured a Trump property https://t.co/SiId7NtLU2",Sun Jun 24 16:15:07 +0000 2018,0.0,0.0,0.0,1.0,33
433,The New York Times,"RT @NYTStyles: Every day is so wonderful
Then suddenly 
It's hard to breathe
Now and then I get insecure 
From all the pain
I'm so ashamed…",Sun Jun 24 16:01:19 +0000 2018,-0.1923,0.143,0.226,0.632,34
434,The New York Times,"Prince William has kicked off a ""historic"" visit to the Middle East, with planned stops in Jordan, Israel and the P… https://t.co/Gpdq2TvOQ8",Sun Jun 24 16:00:04 +0000 2018,-0.1531,0.0,0.074,0.926,35
435,The New York Times,"@NYTStyles You are beautiful
No matter what they say
Words can't bring you down
Oh no
You are beautiful
In every si… https://t.co/g75JRurQMj",Sun Jun 24 15:55:29 +0000 2018,0.6705,0.284,0.141,0.575,36
436,The New York Times,"In Opinion

Op-Ed columnist @MaureenDowd writes, ""Donald and Ivanka are consumed with protecting their own brands.… https://t.co/K4qjgTQsmx",Sun Jun 24 15:45:06 +0000 2018,0.0,0.0,0.0,1.0,37
437,The New York Times,The federal government said it had reunited 522 migrant children who were separated at the border as part of Presid… https://t.co/WXpZnDyfA3,Sun Jun 24 15:30:04 +0000 2018,0.0,0.0,0.0,1.0,38
438,The New York Times,Japan takes on Senegal in a Group H match between 2 underdogs who pulled off upsets in their first games of this Wo… https://t.co/MNcWYoZR92,Sun Jun 24 15:15:10 +0000 2018,-0.3612,0.0,0.111,0.889,39
439,The New York Times,"The World’s Ugliest Dog contest is actually a celebration of the dogs, many of which were rescued from shelters or… https://t.co/dwpcORBEVR",Sun Jun 24 15:00:05 +0000 2018,-0.25,0.114,0.154,0.732,40
440,The New York Times,"Jared Kushner, President Trump’s top adviser on the Middle East, told a Palestinian newspaper that the Palestinian… https://t.co/z4lZlGAB6B",Sun Jun 24 14:45:06 +0000 2018,0.2023,0.101,0.0,0.899,41
441,The New York Times,"The first goal in England’s 6-1 rout of Panama was instructive, and in retrospect a preview of what was to come https://t.co/0jv7GWveWb",Sun Jun 24 14:37:41 +0000 2018,0.0,0.0,0.0,1.0,42
442,The New York Times,"During a visit to Nevada, President Trump delivered a message he has repeated at rallies for weeks: “We need more R… https://t.co/FE5Ytmi594",Sun Jun 24 14:30:14 +0000 2018,0.0,0.0,0.0,1.0,43
443,The New York Times,RT @patrickhealynyt: A Red Wave? Here’s some of what we do know: Trump voters have become a resilient force for 2018. The more he’s attacke…,Sun Jun 24 14:20:08 +0000 2018,0.0,0.0,0.0,1.0,44
444,The New York Times,"RT @nytvideo: What does an election look like when democracy’s very survival is in question? To find out, we came to Turkey, where Presiden…",Sun Jun 24 14:08:13 +0000 2018,0.3612,0.098,0.0,0.902,45
445,The New York Times,@nytimesbusiness @nytimesworld @NYTNational @NYTStyles @NYTMetro Amid shifting global terrain for the LGBTQ communi… https://t.co/zdYgVnFsUD,Sun Jun 24 14:02:00 +0000 2018,0.0,0.0,0.0,1.0,46
446,The New York Times,"@NYTStyles @NYTMetro The nature of Pride has changed as well. In 2018, The Times has been telling stories of how qu… https://t.co/WJMCDn1vUf",Sun Jun 24 13:48:47 +0000 2018,0.5423,0.184,0.0,0.816,47
447,The New York Times,The word “gay” was banned from The Times five years later — because of an article that upset the publisher's 82-yea… https://t.co/FGwAtPcQmL,Sun Jun 24 13:39:00 +0000 2018,-0.6808,0.0,0.228,0.772,48
448,The New York Times,"New York City’s annual Pride parade, which takes place today, got its start in 1970, a year after the Stonewall rio… https://t.co/oynpIV417d",Sun Jun 24 13:35:42 +0000 2018,0.34,0.107,0.0,0.893,49
449,The New York Times,How big a deal is a trade war with China? It depends very much on which products you are talking about. https://t.co/JuL5YbaWam,Sun Jun 24 13:30:15 +0000 2018,-0.5994,0.0,0.17,0.83,50
450,The New York Times,"RT @nytlizrobbins: Inside a New York state-regulated facility for young immigrants, some recently separated from their parents at the borde…",Sun Jun 24 13:12:03 +0000 2018,0.0,0.0,0.0,1.0,51
451,The New York Times,"A new pattern of behavior in domestic abuse cases is tied to smart home technology. Internet-connected locks, speak… https://t.co/JHPHPriX5r",Sun Jun 24 13:00:10 +0000 2018,-0.3612,0.118,0.183,0.699,52
452,The New York Times,The ABCs of L.G.B.T.Q.I.A.+ https://t.co/ztSIXxTlL8,Sun Jun 24 12:43:20 +0000 2018,0.0,0.0,0.0,1.0,53
453,The New York Times,"5 years ago, the Supreme Court struck down a key part of the Voting Rights Act. Since then, it's become harder to v… https://t.co/7B6xAbFF9D",Sun Jun 24 12:30:11 +0000 2018,0.3818,0.141,0.078,0.781,54
454,The New York Times,England vs. Panama: World Cup 2018 Live https://t.co/NJdB4CvONd,Sun Jun 24 12:00:40 +0000 2018,0.0,0.0,0.0,1.0,55
455,The New York Times,"RT @abbygoodnough: She treats diabetes, rashes, strep throat - and opioid addiction. The country needs many more doctors like her. https://…",Sun Jun 24 12:00:07 +0000 2018,0.4173,0.128,0.0,0.872,56
456,The New York Times,"75% of Americans say immigration is good for the nation, the most to say so since at least 2001, according to a new… https://t.co/VnJwL8aZss",Sun Jun 24 11:30:09 +0000 2018,0.4404,0.116,0.0,0.884,57
457,The New York Times,"As the numbers show, there is a stark disconnect between Trump's border rhetoric and the reality of life in border… https://t.co/HhaRSRU3Hq",Sun Jun 24 11:00:06 +0000 2018,0.0,0.0,0.0,1.0,58
458,The New York Times,"A Space Force? The Idea May Have Merit, Some Say https://t.co/bJMjH70Wfz",Sun Jun 24 10:38:32 +0000 2018,0.4215,0.237,0.0,0.763,59
459,The New York Times,Travel Tips: 5 Tips to Enjoy a Tween- and Teen-Friendly Vacation https://t.co/lCufX0BWQ1,Sun Jun 24 10:36:26 +0000 2018,0.4939,0.262,0.0,0.738,60
460,The New York Times,"""That’s what I do, is deals,"" President Trump said one day last month. Except that so far he has not. https://t.co/sdOOsqy3MW",Sun Jun 24 10:30:08 +0000 2018,0.0,0.0,0.0,1.0,61
461,The New York Times,"Trump voters have become a resilient force for the midterms. They leap to his defense, they say, because criticism… https://t.co/STaUp7dw68",Sun Jun 24 10:00:13 +0000 2018,0.128,0.077,0.0,0.923,62
462,The New York Times,RT @NYTFashion: Now THAT'S what I call sustainable fashion https://t.co/R4GH37YfpO,Sun Jun 24 09:40:32 +0000 2018,0.0,0.0,0.0,1.0,63
463,The New York Times,“We’ve seen more nonstate armed groups emerge in the last 7 years than in the previous 70 years” https://t.co/VZDCzdUeGn,Sun Jun 24 09:24:15 +0000 2018,0.0,0.0,0.0,1.0,64
464,The New York Times,Michael Jackson’s estate is developing a Broadway-bound bio-musical https://t.co/PsdtC7XUex,Sun Jun 24 09:07:35 +0000 2018,0.0,0.0,0.0,1.0,65
465,The New York Times,The Final Hours of the Iceman’s Tools https://t.co/mHvUecy4Al,Sun Jun 24 08:50:06 +0000 2018,0.0,0.0,0.0,1.0,66
466,The New York Times,Instagram will now allow videos up to an hour long https://t.co/AFIYEcBvxJ,Sun Jun 24 08:41:49 +0000 2018,0.2263,0.16,0.0,0.84,67
467,The New York Times,Jacinda Ardern is the first world leader in almost 3 decades to give birth while in office https://t.co/0kGjBzZjSv,Sun Jun 24 08:25:10 +0000 2018,0.0,0.0,0.0,1.0,68
468,The New York Times,"Nina Simone's childhood home is now a National Treasure
https://t.co/U51a577uKM",Sun Jun 24 08:08:21 +0000 2018,0.296,0.216,0.0,0.784,69
469,The New York Times,"“And Italian Roma?"" Unfortunately we have to keep them."" https://t.co/EktnnC1d9h",Sun Jun 24 07:51:30 +0000 2018,-0.34,0.0,0.211,0.789,70
470,The New York Times,"The Warped Tour has showcased female stars over the years, including No Doubt, Katy Perry and Paramore, but its gen… https://t.co/9yscZYH4rA",Sun Jun 24 07:34:48 +0000 2018,-0.3291,0.0,0.15,0.85,71
471,The New York Times,RT @nytimesworld: Tens of thousands of anti-Brexit protesters gathered in London to demand citizens have a say in the final Brexit deal  ht…,Sun Jun 24 07:18:19 +0000 2018,-0.34,0.0,0.145,0.855,72
472,The New York Times,Why train travel is a good way to go when you're bringing your dog along https://t.co/BX4yEWnI1x https://t.co/bEXighUTO1,Sun Jun 24 07:01:39 +0000 2018,0.4404,0.162,0.0,0.838,73
473,The New York Times,How Apple’s Tim Cook became tech’s top diplomat https://t.co/fVIKblQtdX https://t.co/3OnD0OH5Sy,Sun Jun 24 06:28:12 +0000 2018,0.2023,0.167,0.0,0.833,74
474,The New York Times,"The World Cup fans descended on Volgograd, Russia. Then the bugs descended on them. https://t.co/6ozvd28Mtf",Sun Jun 24 06:11:35 +0000 2018,0.0,0.0,0.0,1.0,75
475,The New York Times,RT @Neil_Irwin: What does a trade war with China mean in practical terms? It depends a lot on the microeconomics of each particular product…,Sun Jun 24 05:54:46 +0000 2018,-0.5994,0.0,0.157,0.843,76
476,The New York Times,"RT @nytimesworld: Kim Jong-pil, who died Saturday at 92, was the last of the “Three Kims” who dominated South Korean politics for decades h…",Sun Jun 24 05:38:12 +0000 2018,-0.5574,0.0,0.135,0.865,77
477,The New York Times,The current system favors low-risk research and proposals by older scientists and white men https://t.co/wC26bswhk3,Sun Jun 24 05:21:30 +0000 2018,0.25,0.125,0.0,0.875,78
478,The New York Times,Astronomers have discovered thousands of exoplanets circling other stars within our galaxy. Is life only possible o… https://t.co/v4wzfQLnrg,Sun Jun 24 05:05:00 +0000 2018,0.0,0.0,0.0,1.0,79
479,The New York Times,Few primary care doctors are willing to do what Nicole Gastala does: treat patients who are addicted to opioid pain… https://t.co/Km6d1PJMmE,Sun Jun 24 04:49:02 +0000 2018,0.7096,0.237,0.0,0.763,80
480,The New York Times,"""YES WE ALL CARE. Y-DON’T-U.""

See some of the messages that people are painting and taping on their jackets in res… https://t.co/kMHsVfe0LQ",Sun Jun 24 04:39:03 +0000 2018,0.8109,0.269,0.0,0.731,81
481,The New York Times,"""I hoped I would experience this one day. But I never thought it would happen in my lifetime."" https://t.co/gsYGXOMLUz",Sun Jun 24 04:28:04 +0000 2018,0.3818,0.14,0.0,0.86,82
482,The New York Times,U.S. Government Reunites 522 Children Removed Under 'Zero Tolerance' https://t.co/VobVBA1VAL,Sun Jun 24 04:21:07 +0000 2018,0.296,0.196,0.0,0.804,83
483,The New York Times,Elizabeth Warren denounced President Trump's policies in Reno. Hours later he responded in Las Vegas with a slur. S… https://t.co/FpisO0R6E5,Sun Jun 24 04:16:05 +0000 2018,0.0,0.0,0.0,1.0,84
484,The New York Times,"-Men’s earnings increase by 6% when they become fathers
-A woman's hourly wages decrease by 4% with each child

(Th… https://t.co/KSiQWRXymq",Sun Jun 24 04:01:47 +0000 2018,0.3182,0.103,0.0,0.897,85
485,The New York Times,"""The kingdom has fallen. The park is gone. Welcome to the petting zoo,"" our critic A.O. Scott writes. https://t.co/KVReZSg6le",Sun Jun 24 03:44:01 +0000 2018,-0.1531,0.127,0.195,0.678,86
486,The New York Times,"For the past 3 years, she hasn’t been able to keep anything down. There’s no evidence of a parasitic infection, and… https://t.co/WqpPLPiIIX",Sun Jun 24 03:27:19 +0000 2018,-0.296,0.0,0.104,0.896,87
487,The New York Times,Elizabeth Warren Condemned Trump in Reno. He Answered in Las Vegas With a Slur. https://t.co/imWIdFqGjF,Sun Jun 24 03:08:10 +0000 2018,-0.4404,0.0,0.182,0.818,88
488,The New York Times,"This year’s list of the World’s 50 Best Restaurants was revealed in Bilbao, Spain https://t.co/1bS05P4lal",Sun Jun 24 03:05:46 +0000 2018,0.6369,0.231,0.0,0.769,89
489,The New York Times,"Scientists are desperate to solve the puzzle. If the answer isn’t found soon, then 32 years of work to end the scou… https://t.co/5k602GHJbr",Sun Jun 24 02:49:19 +0000 2018,-0.128,0.072,0.092,0.837,90
490,The New York Times,"“I’m not 20. I don’t want to be 20, but I’m really freaking cool.” Meet the grandmas of Instagram. https://t.co/dUtRWwRlvP",Sun Jun 24 02:33:03 +0000 2018,-0.6429,0.0,0.236,0.764,91
491,The New York Times,"New Zealand’s Leader, Jacinda Ardern, Introduces Baby Daughter https://t.co/nqmEnV1Nbp",Sun Jun 24 02:14:10 +0000 2018,0.0,0.0,0.0,1.0,92
492,The New York Times,"The giant sequoias of Yosemite, a “forest masterpiece,” are open for visitors again after a renovation to add walki… https://t.co/6G0a6KaLm7",Sun Jun 24 02:05:04 +0000 2018,0.0,0.0,0.0,1.0,93
493,The New York Times,"RT @patrickhealynyt: Add it up: These maps &amp; data points show Alabama’s constant determination to make voting harder for African-Americans,…",Sun Jun 24 01:47:23 +0000 2018,0.4019,0.124,0.0,0.876,94
494,The New York Times,RT @randyNYT: How New York Times editor ⁦@apchavira⁩ got the Mexican soccer team to fix spelling mistakes on their jerseys. https://t.co/hS…,Sun Jun 24 01:28:31 +0000 2018,-0.3612,0.0,0.111,0.889,95
495,The New York Times,Iraqi Political Alliance Unites a U.S. Friend and Foe https://t.co/BEJEUXqswH,Sun Jun 24 01:09:39 +0000 2018,0.0772,0.244,0.221,0.534,96
496,The New York Times,"RT @nytimesworld: “During the last few years, I discovered that I have rights that have been usurped for a very long time” https://t.co/t3q…",Sun Jun 24 01:02:43 +0000 2018,0.0,0.0,0.0,1.0,97
497,The New York Times,The Koch brothers are waging a sophisticated fight against public transit initiatives across the U.S. And they are… https://t.co/Uvk8ReTMlz,Sun Jun 24 00:43:32 +0000 2018,0.25,0.162,0.117,0.721,98
498,The New York Times,This summery recipe from Jacques Pépin couldn't be easier https://t.co/ljldp9UFUX,Sun Jun 24 00:27:37 +0000 2018,-0.3252,0.0,0.206,0.794,99
499,The New York Times,"RT @anniecorreal: Here’s what we know so far about the separated children in New York. They could represent about a third of the 2,300 chil…",Sun Jun 24 00:11:05 +0000 2018,0.0,0.0,0.0,1.0,100
